date,t,perc_variant,beta_multipler
2021-09-23,244,0.9999978331861095,1.4999989165930547
2021-09-24,245,0.9999979847325228,1.4999989923662613
2021-09-25,246,0.9999981256798381,1.499999062839919
2021-09-26,247,0.99999825676935,1.499999128384675
2021-09-27,248,0.999998378690507,1.4999991893452536
2021-09-28,249,0.9999984920845387,1.4999992460422695
2021-09-29,250,0.9999985975478276,1.4999992987739137
2021-09-30,251,0.9999986956350463,1.499999347817523
2021-10-01,252,0.999998786862073,1.4999993934310365
2021-10-02,253,0.9999988717087068,1.4999994358543534
2021-10-03,254,0.9999989506211896,1.4999994753105947
2021-10-04,255,0.9999990240145533,1.4999995120072767
2021-10-05,256,0.9999990922748032,1.4999995461374016
2021-10-06,257,0.9999991557609473,1.4999995778804738
2021-10-07,258,0.9999992148068847,1.4999996074034425
2021-10-08,259,0.9999992697231626,1.4999996348615812
2021-10-09,260,0.9999993207986072,1.4999996603993035
2021-10-10,261,0.9999993683018458,1.4999996841509229
2021-10-11,262,0.9999994124827175,1.4999997062413586
2021-10-12,263,0.9999994535735873,1.4999997267867937
2021-10-13,264,0.9999994917905695,1.4999997458952847
2021-10-14,265,0.9999995273346627,1.4999997636673312
2021-10-15,266,0.9999995603928086,1.4999997801964042
2021-10-16,267,0.9999995911388733,1.4999997955694366
2021-10-17,268,0.9999996197345633,1.4999998098672818
2021-10-18,269,0.9999996463302757,1.4999998231651377
2021-10-19,270,0.9999996710658882,1.499999835532944
2021-10-20,271,0.9999996940714956,1.4999998470357476
2021-10-21,272,0.9999997154680945,1.4999998577340472
2021-10-22,273,0.9999997353682185,1.4999998676841093
2021-10-23,274,0.9999997538765311,1.4999998769382656
2021-10-24,275,0.9999997710903745,1.4999998855451873
2021-10-25,276,0.9999997871002846,1.4999998935501424
2021-10-26,277,0.9999998019904636,1.4999999009952316
2021-10-27,278,0.9999998158392257,1.4999999079196127
2021-10-28,279,0.9999998287194072,1.4999999143597036
2021-10-29,280,0.9999998406987506,1.4999999203493752
2021-10-30,281,0.9999998518402604,1.4999999259201302
2021-10-31,282,0.9999998622025342,1.499999931101267
2021-11-01,283,0.9999998718400722,1.4999999359200362
2021-11-02,284,0.9999998808035622,1.499999940401781
2021-11-03,285,0.9999998891401466,1.4999999445700731
2021-11-04,286,0.9999998968936714,1.4999999484468358
2021-11-05,287,0.9999999041049156,1.4999999520524576
2021-11-06,288,0.9999999108118065,1.4999999554059034
2021-11-07,289,0.9999999170496181,1.499999958524809
2021-11-08,290,0.999999922851158,1.499999961425579
2021-11-09,291,0.9999999282469387,1.4999999641234694
2021-11-10,292,0.9999999332653395,1.4999999666326698
2021-11-11,293,0.9999999379327539,1.4999999689663768
2021-11-12,294,0.9999999422737298,1.4999999711368648
2021-11-13,295,0.9999999463110985,1.4999999731555491
2021-11-14,296,0.9999999500660939,1.4999999750330468
2021-11-15,297,0.9999999535584655,1.499999976779233
2021-11-16,298,0.999999956806581,1.4999999784032907
2021-11-17,299,0.9999999598275239,1.499999979913762
2021-11-18,300,0.9999999626371822,1.4999999813185911
2021-11-19,301,0.9999999652503332,1.4999999826251664
2021-11-20,302,0.9999999676807209,1.4999999838403606
2021-11-21,303,0.9999999699411275,1.4999999849705639
2021-11-22,304,0.9999999720434417,1.499999986021721
2021-11-23,305,0.9999999739987202,1.49999998699936
2021-11-24,306,0.9999999758172468,1.4999999879086232
2021-11-25,307,0.9999999775085858,1.499999988754293
2021-11-26,308,0.9999999790816327,1.4999999895408165
2021-11-27,309,0.9999999805446608,1.4999999902723302
2021-11-28,310,0.999999981905365,1.4999999909526824
2021-11-29,311,0.9999999831709018,1.499999991585451
2021-11-30,312,0.999999984347927,1.4999999921739635
2021-12-01,313,0.9999999854426311,1.4999999927213155
2021-12-02,314,0.9999999864607718,1.499999993230386
2021-12-03,315,0.9999999874077038,1.499999993703852
2021-12-04,316,0.9999999882884077,1.4999999941442037
2021-12-05,317,0.9999999891075152,1.4999999945537574
2021-12-06,318,0.9999999898693342,1.499999994934667
2021-12-07,319,0.9999999905778719,1.499999995288936
2021-12-08,320,0.9999999912368546,1.4999999956184271
2021-12-09,321,0.9999999918497479,1.499999995924874
2021-12-10,322,0.9999999924197757,1.4999999962098878
2021-12-11,323,0.9999999929499355,1.4999999964749677
2021-12-12,324,0.9999999934430164,1.499999996721508
2021-12-13,325,0.9999999939016109,1.4999999969508055
2021-12-14,326,0.9999999943281317,1.4999999971640658
2021-12-15,327,0.9999999947248215,1.4999999973624107
2021-12-16,328,0.9999999950937668,1.4999999975468834
2021-12-17,329,0.9999999954369083,1.4999999977184542
2021-12-18,330,0.9999999957560504,1.4999999978780252
2021-12-19,331,0.9999999960528718,1.4999999980264358
2021-12-20,332,0.9999999963289334,1.4999999981644667
2021-12-21,333,0.9999999965856874,1.4999999982928436
2021-12-22,334,0.9999999968244841,1.499999998412242
2021-12-23,335,0.9999999970465792,1.4999999985232895
2021-12-24,336,0.9999999972531413,1.4999999986265706
2021-12-25,337,0.9999999974452563,1.4999999987226282
2021-12-26,338,0.9999999976239347,1.4999999988119674
2021-12-27,339,0.9999999977901164,1.4999999988950583
2021-12-28,340,0.9999999979446754,1.4999999989723378
2021-12-29,341,0.9999999980884247,1.4999999990442123
2021-12-30,342,0.9999999982221199,1.49999999911106
2021-12-31,343,0.9999999983464647,1.4999999991732322
2022-01-01,344,0.9999999984621128,1.4999999992310564
2022-01-02,345,0.9999999985696724,1.4999999992848363
2022-01-03,346,0.9999999986697095,1.4999999993348547
2022-01-04,347,0.9999999987627497,1.4999999993813748
2022-01-05,348,0.9999999988492829,1.4999999994246414
2022-01-06,349,0.9999999989297639,1.499999999464882
2022-01-07,350,0.999999999004616,1.4999999995023081
2022-01-08,351,0.9999999990742332,1.4999999995371167
2022-01-09,352,0.9999999991389812,1.4999999995694906
2022-01-10,353,0.9999999991992008,1.4999999995996005
2022-01-11,354,0.9999999992552084,1.4999999996276043
2022-01-12,355,0.9999999993072992,1.4999999996536497
2022-01-13,356,0.9999999993557467,1.4999999996778735
2022-01-14,357,0.9999999994008055,1.4999999997004028
2022-01-15,358,0.9999999994427131,1.4999999997213564
2022-01-16,359,0.9999999994816897,1.4999999997408449
2022-01-17,360,0.9999999995179403,1.4999999997589701
2022-01-18,361,0.9999999995516555,1.4999999997758278
2022-01-19,362,0.9999999995830127,1.4999999997915063
2022-01-20,363,0.9999999996121767,1.4999999998060882
2022-01-21,364,0.999999999639301,1.4999999998196505
2022-01-22,365,0.9999999996645283,1.4999999998322642
